Handle,LevDistance,IntersectionalityScore,DDNADistance,APUScore,SADScore,GrantOwner,IPsShared
jcarnesdc,4,0,0.38,0.08,0,0,0.4
youngabstract,4,4,0.17,0.1,1,0,0
hillarypowers,4,2,0.11,0.23,0,0,0.96
yuliiaaa,3,1,0.07,0.1,1,0,0
cassannhub,4,0,0,0,1,0,1
daavii,2,5,0.69,0.13,0,1,0
incea,2,3,0,0.05,1,0,0
wlamkin,2,4,0.63,0.26,1,0,0
alirezabzv,2,3,0,0.08,1,0,0.17
ahmedshafi4421,5,1,0.04,0.26,0,0,0.39
jamesjohnbeck,5,3,0.52,0.25,0,0,0
piotrstepak,3,2,0.11,0.18,0,0,0.44
0xduck,2,1,0.09,0.13,1,0,0
a9sasha,2,1,0,0.1,1,0,0.5
zero33890,4,2,0.08,0.11,1,0,0
lovecryptostuff,5,0,0,0,1,0,1
malevichkv,3,0,0.05,0,0,0,0
abdulbasit657,3,2,0.04,0.15,1,0,0.75
greyywiind,4,3,0.21,0.06,1,0,0.6
stephanopoulospro,7,0,0,0,1,0,1
steffi22,2,0,0,0,1,0,0
dearesthaley,4,3,0.14,0.2,1,0,0
okkux,2,4,0.18,0,1,0,0
mluksh,2,0,0.9,0,1,0,0
santhoshsoundar,4,2,0.33,0,0,0,0.67
syreane,2,3,0,0,1,0,0
theantonius,3,2,0,0,0,0,0.33
tonerochi,3,2,0.29,0.11,0,0,0.22
neonyas,2,1,0,0,1,0,0
chizo123,2,3,0.09,0.23,0,0,0.93
itsadamtastic,5,3,0,0,1,0,0
piskarevaelizaveta,8,0,0,0.1,1,0,1
sadzx9771,4,0,0,0,1,0,1
dracgnar,2,4,0.5,0.31,1,0,0
okahjul,3,1,0.5,0.11,0,0,0.96
desaisatyam,2,3,0.12,0.1,0,0,0
bermudanodes,5,0,0,0,1,0,1
pippsis,2,2,0.41,0,1,0,0
cynthe,2,4,0.22,0.15,1,0,0
safjafs,2,2,0.2,0,1,0,0
cungnha,2,2,0,0.1,0,0,0
gt1913,2,2,0,0.1,1,0,1
stephen-sake,3,1,0.08,0.11,0,0,1
henrychess19,4,1,0.06,0.11,1,0,0
astridirving,5,3,0,0,1,0,1
sphino,1,1,0,0.08,0,0,0.89
kalkerlitoprak,7,4,0.05,0,0,0,0
wosiokrafal,5,1,0.06,0.13,1,0,0
carols2ant,3,0,0,0,1,0,0
pnkishor,3,1,0,0.11,1,0,0.5
serahboom,2,1,0,0.13,1,0,0
nickbax,2,3,0.31,0.1,0,1,0.04
shiyxia1,2,2,0,0,1,0,1
khabiib,2,0,0.39,0.08,1,0,0.3
hippaz,2,3,0,0.31,0,0,0.14
thegaiastack,3,4,0.66,0.08,0,1,0.25
mahi4ra,2,3,0.06,0,1,0,0.8
camiinthisthang,7,4,0.54,0,0,1,0.22
estarabim,3,0,0,0,1,0,0
insomniak13,3,4,0.47,0,1,0,0
busralparslan,4,3,0,0.16,1,0,0
a10sasha,2,2,0,0,1,0,1
sadxz5293,4,0,0,0,1,0,0
jeffk-nc,3,1,0,0,1,0,0
albaincc,1,0,0,0,1,0,1
fredcoen,2,2,0,0,0,0,0
pennywadleigh,6,0,0.33,0.06,1,0,0
richierich689,2,2,0.14,0.21,0,0,0.22
shangpodan,2,2,0,0,1,0,0
tiiinoo,2,1,0.4,0,0,0,0.25
asmodelen,2,0,0,0.08,1,0,0
impactafinance,3,2,0.56,0.1,1,1,0.17
jamitohassino,6,3,0,0.11,0,0,0.94
avae3561,3,3,0,0,1,0,1
jigaro8,2,2,0.09,0.2,0,0,0
iddriss,2,3,0.57,0.18,0,0,0
fuziinft,3,0,0.36,0,1,0,0
mcilginusa,3,4,0.42,0.16,1,0,0
christopher6686,4,0,0,0.08,1,0,0
charles2193,2,0,0,0.08,1,0,0
brian9407,3,0,0,0.1,1,0,0
brad4004,3,0,0,0.1,1,0,0
phy-chain,1,2,0.1,0.1,1,0,0.33
ntxoo,2,2,0.17,0.21,1,0,0
scottlouis8,4,1,0,0,0,0,0.4
engakyildiz,5,1,0,0.18,0,0,0
defihub007,4,3,0,0,1,0,1
q4648,2,1,0.32,0.08,0,0,1
weedkarl001,5,2,0.24,0,1,0,0.57
forincreator,3,1,0.5,0,1,0,0
rabby720,2,3,0.48,0.1,0,0,0.18
buyaoshemen,4,2,0,0,1,0,1
kriptogr,1,3,0,0.11,1,0,1
paradoxkey,2,0,0.12,0.1,1,0,1
evertitmikles,6,1,0.07,0.03,1,0,0
coinssa,2,4,0.52,0.25,0,0,0
lonma3,1,2,0,0.1,1,0,0
ozcnr,2,3,0.5,0,1,0,0
banderas1967,4,3,0.2,0.06,0,0,1
abbuddha,3,1,0.11,0,1,0,0
bwtimmermans,5,1,0.48,0,0,0,0.25
sofyazemskova,5,2,0.26,0,1,0,0
pandapapi,2,1,0.2,0,1,0,0.33
zywwqq,2,4,0.27,0.15,0,0,0.5
diegosx,1,4,0.17,0.1,1,0,0
outofmind557,5,1,0,0.11,1,0,0
dxcas051,3,0,0,0,1,0,0
godsent0951,4,3,0.15,0.21,1,0,1
ladyfavic,3,0,0.14,0,1,0,1
sheff4d,2,1,0.15,0.08,1,0,0.44
gsmetings,3,0,0.2,0.07,1,0,0
d2812941,3,0,0,0,1,0,0
strendzer,2,1,0,0,0,0,0
krtmstafa,3,3,0,0,1,0,0
luciefabricios,5,1,0.15,0.13,1,0,0
strikerhn013,4,3,0.2,0.11,1,0,0.5
biancasama,3,2,0.55,0.43,0,1,0.03
moitacr22,4,4,0.34,0.33,1,0,0
dymzekjacekk,5,1,0.14,0.13,1,0,0
lokoroko113,4,3,0,0.08,1,0,0.8
pwx90,2,2,0,0,1,0,0
jaioqiulai,4,2,0,0,1,0,0
0xtobias,2,4,0.42,0.23,0,0,0.25
suzukiheros98,6,2,0.14,0.11,1,0,0
korty79,2,1,0.11,0.16,1,0,0
weirdoz0,4,1,0,0,1,0,0
trendsetter2022,4,0,0.2,0,1,0,0.67
a100-15,1,3,0,0.1,1,0,0
a100-11,1,3,0,0.11,1,0,0
a100-12,1,3,0,0.11,1,0,0
a100-10,1,3,0,0.1,1,0,0
kohatiiboy,4,0,0.04,0.15,0,0,0
prostoxleban,5,3,0,0.1,0,0,0
pamellaa,1,0,0.27,0.1,0,0,0.97
dxcsa3199,4,0,0,0,1,0,0
sebatron777,4,4,0.14,0,0,0,0
truemary,2,4,0.19,0.15,1,0,0
genetikod,3,2,0.11,0,1,0,0
lolbruh11,4,NA,0.14,0,1,0,0
pateemerit1,4,0,0.29,0,0,0,1
ash5577,2,2,0.1,0.15,0,0,0
oritwoen,3,4,0.5,0.1,0,0,0
asraful27eke,4,0,0.24,0.05,0,0,0
dxzcas645,4,0,0,0,1,0,0
williammbradley53,5,1,0.12,0.11,1,0,0
hovorkaeileen,6,0,0.33,0.06,1,0,1
igorsopov,3,1,0,0.15,0,0,0
justamomento,4,1,0,0.15,0,0,0
ssedan,2,1,0,0.1,1,0,0
wolfhaley48,5,1,0.25,0.11,1,0,0
cameronnili5,4,1,0.54,0.11,0,0,0
yenema,2,1,0,0.05,0,0,0.58
skorodil,2,4,0.61,0.13,1,0,0.17
enoye,1,2,0,0,0,0,0.67
charliefisher7,4,3,0.36,0.15,0,0,0.18
usbvadik,3,3,0,0.03,0,0,0
theurk,2,3,0.22,0,0,0,0
plotitboy,3,1,0,0.11,1,0,0
gardnerlou,3,3,0.33,0,0,0,0
tornadoeth,3,3,0,0,1,0,1
ahmetbabarr,3,1,0.47,0.04,0,0,0
olarenikeji1,1,4,0,0,0,0,0.7
ibramm13,2,2,0,0.08,1,0,0
blockchaingamer247,3,0,0.2,0.03,1,0,1
xmamadgo,2,0,0,0,1,0,1
zch003,2,2,0,0,1,0,0.67
lherfel,2,4,0.12,0.15,0,0,0.33
allutfiii,3,3,0.2,0,0,0,0.03
a100-8,1,3,0,0.11,1,0,0
lyricalpolymath,6,2,0.68,0.26,0,1,0.03
rodrygoowner,3,0,0,0,1,0,0
a100-4,1,2,0,0.11,1,0,0
a100-9,1,3,0.06,0.11,1,0,0
bigimot1000,4,0,0.12,0,1,0,0
gitcoindonator,2,3,0.25,0.08,1,0,0
gospelbassey,5,3,0,0,0.18,0,1
vacekj,2,0,0.14,0.1,0,0,0.22
biahezasos,4,NA,0,0,1,0,1
thotheris,2,0,0.17,0,1,0,0
gebakip,3,2,0,0.1,1,0,0
chidimma234,3,2,0.1,0.16,1,0,0.19
jurassic48,4,4,0.56,0.1,1,0,0
burt529,3,0,0.22,0.1,1,0,0
a100-7,1,3,0,0.11,1,0,0
glstnrl,3,3,0.29,0,0,0,0
benjaminsicard,4,5,0.16,0.26,0,0,0
punt13140,3,2,0.05,0.08,0,0,0
a100-6,1,3,0,0.11,1,0,0
marykler,2,3,0.14,0.15,1,0,0
alexko210607,4,0,0.12,0.08,1,0,0.67
hatomato,2,1,0.4,0,1,0,0
budweiserr,2,1,0,0.1,0,0,0
yanmaztava,3,0,0.2,0.15,1,0,0
landsident,3,4,0.15,0.26,0,0,0.97
vantagem,2,4,0.33,0.28,1,0,1
obatuhan,2,0,0,0,1,0,0
bentleyw2,2,2,0,0.1,1,0,1
jen-sei,3,4,0.73,0.26,1,0,0
thefoodplanetig,7,0,0,0,1,0,1
nasigorengy,4,0,0,0,1,0,1
olezba,2,4,0.42,0.08,0,0,0.33
tdee16,2,4,0.09,0,0,0,0.52
pat-planty,4,2,0.18,0.11,1,0,0
a100-2,1,2,0,0.1,1,0,0
unitpdw,2,0,0.11,0,1,0,0
huseyinemre4455,7,2,0.25,0,1,0,0
hottypotgold,5,1,0,0.13,1,0,0
mer7j,2,1,0.17,0.13,1,0,0
chinenye05,2,3,0.18,0,0,0,0.85
keme2,2,2,0,0.1,1,0,1
kramarmakarena,6,0,0,0.05,1,0,0
hamidlegend,2,3,0.17,0,1,0,0.88
altbla,2,1,0.03,0.13,1,0,1
nohmanesh,3,1,0,0,1,0,0
axczv68,3,0,0,0,1,0,0
cosm35y,3,1,0.14,0.08,1,0,1
cutepethere,4,0,0,0,1,0,1
laiqiuked,4,2,0,0,1,0,1
toponlyteemo,5,1,0,0.11,1,0,0
kittyanan,3,1,0,0.13,1,0,0.85
echoesinmymind,6,2,0.12,0.03,1,0,0.71
bitcoin10x,1,0,NA,0.03,1,0,0
richexplorer,3,4,0.18,0.2,0,0,0.14
vienbui95,3,0,0,0,1,0,0
avocato31,3,4,0.19,0.36,0,0,0.07
khademul340,4,0,0.27,0.11,1,0,0.29
khoakaa,2,0,0.05,0.08,1,0,0
agmosco,2,1,0.25,0,1,0,1
evildog690,3,1,0.27,0.1,1,0,1
stephenreid321,4,5,0.33,0.56,0,1,0
pigeonua,3,2,0.12,0.16,1,0,0
maystro4,1,1,0.25,0,0,1,0.24
cheerokee40,5,1,0.2,0,0,0,0.91
vegancryptofox,5,2,0,0.16,1,0,0
grishasdk,3,2,0.17,0.11,1,0,0
byku77,2,0,0.24,0.1,1,0,0
irma197,2,3,0,0,1,0,0
rangyiban1,3,2,0,0,1,0,1
biologast,3,0,0,0,1,0,1
ruzalnazmutdino,8,0,0,0.08,1,0,0
vangvanmelivi3606,8,0,0,0,1,0,0
su-susha,3,2,0,0.15,1,0,0
theodan1,2,0,0,0,1,0,0.5
lilyaspen,2,3,0.17,0.08,1,0,0.75
aliyan78,2,3,0.31,0.11,1,0,0.5
andrebecker32,5,0,0.23,0.08,1,0,0
tolron,1,0,0,0,0,0,0
arsarawut,3,4,0.2,0.11,0,0,0
carjo715,2,0,0,0,1,0,0
neusland,2,3,0.23,0,1,0,1
chgiersch,4,0,0,0,0,0,0
aryan660132,4,3,0.02,0.11,0,0,0
diane1013,3,3,0,0,1,0,0.09
bnv921,3,0,0.36,0.1,1,0,0
ashraful0000,2,0,0,0.15,1,0,0
metacobo,2,2,0.31,0,1,0,0
zeeshancrysd,5,2,0,0.1,1,0,0
prich23,2,1,0.09,0.1,1,0,0.2
giraeffleaeffle,7,5,0.72,0.13,0,0,0
dominikkoe,2,0,0,0,1,0,0
gibson666,3,3,0.08,0.11,0,0,0.25
toknobo220a,5,1,0,0.11,1,0,1
aztecgit,3,0,0,0,1,0,1
tetianapvlnk,4,0,0,0,1,0,0
maybe01010,2,2,0.08,0.1,1,0,0.94
nguyentamajcpfg2387,9,0,0,0,1,0,0
kakason268,4,NA,0.4,0.05,1,0,0.94
ornellaweb3,4,4,0.53,0.11,1,0,0
femp13,2,3,0.36,0.2,0,0,0
andre-salem,2,0,0,0,1,0,0
haggw,2,4,0.11,0.2,1,0,0
banlon3,1,2,0,0.1,1,0,0
sveta778,3,2,0,0,1,0,0.5
mysh28,2,3,0.62,0,0,0,0.47
awproduct,2,1,0.1,0,1,0,0
cryptopiaa01,3,3,0,0.1,1,0,0
zhaogao121,3,2,0,0,1,0,1
cryptorist,1,1,0.29,0,0,0,0.5
pelmeshin,3,1,0,0.15,1,0,0
ebrwn,1,3,0,0.13,0,0,0.02
jmartink,2,2,0.53,0.11,0,0,0
mertkoroglu44,2,2,0,0,0,0,0.3
drkachi,2,2,0.12,0.05,1,0,0.88
volodymyrrudov,3,3,0,0.18,1,0,1
hawkattack,3,0,0,0.11,1,0,1
flostud98,3,0,0.25,0,1,0,1
bubbacash,3,0,0.11,0.15,1,0,0.25
win1212,2,0,0,0.1,1,0,0
touclair,3,3,0.15,0.13,0,0,0.25
lukhanhmigzvc9574,9,0,0,0,1,0,0
aliabdullah54,4,1,0.5,0,0,0,0.58
beetleblack,4,3,0.33,0.1,0,0,0
0xpaspres,3,0,0.17,0.07,1,0,0.5
alire3a81,2,4,0.11,0.13,1,0,0.35
elizaveta22-ux,4,1,0,0,0,0,0
christianholman,4,3,0,0,0,0,0.25
febintechi,4,1,0,0.1,1,0,0
wise-ty,2,4,0.11,0.08,0,0,0
lost158355,3,3,0.17,0,1,0,0.83
l0rd5n0w,3,0,0.5,0.08,1,0,0.88
b-lenta,2,3,0.09,0.1,1,0,0.57
chicasbullsh,5,0,0,0.08,1,0,1
dynamiceyestudios,7,3,0,0.21,1,0,0
gurev182,3,1,0,0.13,1,0,0
fuhuangmei,3,2,0,0,1,0,1
leon575,3,2,0,0,1,0,0.5
pandatribe,3,1,0,0,1,0,0.14
mexxolinek66a,6,1,0,0.13,1,0,1
vanw7,1,0,0.12,0.08,0,0,1
poshiabucks87,6,3,0.58,0,0,0,0.92
digital-ghoost,5,0,0.2,0.11,1,0,1
recktmaster,4,NA,0.05,0,1,0,0
hekkat,2,3,0.43,0,1,0,0
mermanacar,3,1,0,0,1,0,0
leomarlo,2,4,0.69,0.11,0,1,0
dmytrohayov,4,0,0,0,1,0,0
symfamous,4,0,0,0.1,0,0,0.02
letran1,2,2,0,0.1,1,0,0
humbleengineer,4,0,0,0,0,0,1
evilozmy,4,3,0.29,0.1,0,0,0.09
thanhtay68xx,4,0,0,0,1,0,0
seymenyunus,4,4,0.06,0,0,0,0
aliansha,1,2,0,0,1,0,0
tiepnao97,4,0,0,0,1,0,0
artemarbatro,4,0,0,0.1,1,0,0.5
annaalexakr,4,4,0.32,0,0,0,0.06
tupibas,2,4,0.25,0.1,1,0,0
rodorl,2,0,0.17,0.15,1,0,0
zoldank,2,4,0.29,0.23,0,0,0
mussols,3,3,0.5,0,0,0,0
azibanks,2,1,0.17,0,1,0,1
superburst,2,0,0,0,1,0,0.56
waroon29,3,0,0.07,0,0,0,0
mrdiablin,3,2,0.18,0.11,1,0,0
thetrshabni,5,2,0,0.11,1,0,0
galch999,2,3,0,0.16,1,0,1
smartcatik,3,3,0.31,0.1,1,0,0.14
inostranno,3,3,0.17,0.1,1,0,0
shojaie-git,3,4,0.52,0.25,1,0,0
braincord,3,4,0.44,0.08,0,0,0.1
gelunjia,3,2,0,0,1,0,1
erenlevs,3,1,0,0,1,0,1
tomerston,2,3,0.22,0,1,0,0.5
tutifruti330xx,8,1,0,0.11,1,0,1
alexinves,1,1,0,0,0,0,0.17
valredis,1,0,0.06,0.13,1,0,0.67
naumeth,2,2,0,0.15,1,0,0
mendeshanna,4,1,0,0.13,1,0,0
dampert,2,0,0,0.08,1,0,0
dinagi16,2,0,0.36,0.11,1,0,0.5
dlttsang,3,4,0.15,0.15,1,0,0
karmacoma-eth,5,4,0.56,0.1,0,1,0.31
liaoneigeluo,5,2,0,0,1,0,1
mehmetpi,2,2,0,0,1,0,0.12
marc5z,2,1,0.14,0.1,1,0,1
hawkkkiller,4,0,0,0.1,1,0,0
octaxa,2,1,0,0,1,0,1
sepehrxi3,2,4,0,0.11,0,0,0.38
piotrekkarelo1,6,2,0,0,1,0,0
dynamic96,2,3,0,0.1,1,0,0
treys13,2,3,0,0.11,0,0,0
albertfreder,3,2,0.14,0.16,1,0,0
ma55xxii,3,0,0,0.11,1,0,0
yurkokr,2,1,0.19,0.11,1,0,0
yavuzsyildiz,5,3,0,0,0,0,0
34nbs,2,2,0.29,0.11,1,0,0.2
lenkla,1,3,0.68,0.21,0,0,0.05
suhanjk,2,3,0.17,0,1,0,0
acrid10,2,1,0,0,1,0,0
blueocean2856,6,1,0,0.11,1,0,0
hawkbeetz,2,3,0.52,0,1,0,0.5
pxy111,1,4,0,0.28,0,0,0.79
bongla1,2,2,0,0.1,1,0,0
vanichbrrrr,4,0,0.5,0.08,1,0,1
eromod,2,1,0.27,0,1,0,1
tredace1123z,5,1,0.07,0.11,1,0,1
2235789,2,1,0.07,0.11,1,0,1
eastban120,4,1,0.39,0,0,0,0
forester2616,4,3,0,0,1,0,0
rorub35,3,1,0.12,0,1,0,0.11
luazik,2,0,0,0,1,0,0
tiicasso,2,2,0.59,0,1,1,0
bweibel,2,3,0.36,0,0,0,0
madibaa37,2,4,0.62,0.1,0,0,0.1
anhleee,2,2,0,0.03,1,0,0
patrickevans61,5,1,0,0.15,1,0,0
alarib,1,2,0.36,0.18,1,0,1
hesterfos,3,1,0,0.21,1,0,0
boon10,2,0,0.2,0,1,0,0
qiuhua2021,3,3,0,0.34,1,0,1
yungudon,3,0,0.17,0.11,1,0,0
aftab1714,2,3,0.07,0.26,1,0,0
kachie99,3,3,0,0.11,0,0,0.5
lexprime,3,3,0.07,0.08,0,0,0.86
temitope07,2,3,0,0.16,0,0,0.94
sbirer,2,3,0.52,0.16,1,0,0
skylarweaver,4,4,0.42,0.08,0,0,0.11
3g3g,2,2,0.15,0,1,0,0
naveedahktar12,6,3,0.11,0.08,0,0,0.08
ddn12345,2,3,0.29,0,0,0,0
hennessy231,3,3,0,0,1,0,0
ekvat,2,1,0.27,0,1,0,1
indigindig4,4,3,0.2,0.1,1,0,0
amirhr3,1,4,0.24,0.07,1,0,0.47
muken10,2,5,0.36,0.11,0,0,0
helanjiayu,3,2,0,0,1,0,1
lugeadus,3,1,0.3,0.15,1,0,0
daweonline,2,1,0,0,1,0,0
trader1959,2,1,0.56,0,0,0,0.01
quasi2590,4,4,0.36,0.03,1,0,0
miskamala322a,4,1,0.21,0,1,0,1
turkimte,3,2,0.25,0,1,0,0
rverbee,2,3,0.57,0,0,0,0
gitcoinbot,1,NA,NA,0,NA,1,1
sougakost,3,1,0,0,1,0,1
ozcansoyuk,3,3,0.06,0.31,0,0,0
phongvhq68x,4,0,0,0,1,0,0
mfinestone,3,2,0.59,0.36,0,0,1
denvau1,2,2,0,0.1,1,0,0
doodleoo,3,1,0.16,0,1,0,0
irhab16,3,3,0.31,0.23,0,0,0.43
kopathh,2,2,0.08,0,1,0,0
muvahhidrufat,6,4,0.41,0.08,1,0,0
zizymena,3,3,0,0.1,0,0,0.96
goooooodluck,4,1,0,0.08,1,0,0
rroojrooj,4,3,0.22,0.08,0,0,0.08
johnabruzi2003,5,1,0.07,0.11,1,0,0
grapidollt,4,0,0,0.08,1,0,1
modestersov,3,2,0,0.15,1,0,0
sultankkkkk,1,3,0.1,0.1,0,0,0
mouse1886,3,3,0.27,0.15,1,0,0
junhohong,3,2,0.5,0,0,0,0
sirboj,1,4,0.26,0.1,0,0,0.81
mgtedejo,3,3,0.33,0,0.04,0,0.5
tradjazzgit,5,3,0.12,0.11,0,0,0.07
the-hummer1,1,3,0.04,0.18,1,0,0
lilg2022,2,1,0.6,0.16,1,0,0
ugurcelik,3,4,0.27,0.26,0,0,0
boichka,2,0,0,0,1,0,0
nicoesp,3,4,0.22,0.08,0,0,0
amatureape,3,3,0,0,0,0,0
ali88736778,5,2,0.06,0,1,0,1
waltermitty0,4,4,0.5,0,1,0,0.25
pekoebkk,4,4,0.17,0.21,1,0,0
fr4nklynr,3,3,0.47,0.28,0,0,0.01
bolanjiay,3,2,0,0,1,0,1
peth-yursick,5,3,0.5,0.11,0,1,0.04
jayhpee,2,1,0.41,0.1,0,0,0.97
kurunemin0,3,3,0,0,1,0,0
avci2,2,3,0.31,0,1,0,0.25
beingujjwal,5,0,0,0.1,0,0,0
lnua7614,3,0,0,0,1,0,0
aegisshaheer,4,2,0.13,0.15,0,0,0.57
luisotravez,5,4,0.38,0.34,0,1,0
fredkud,1,4,0.2,0.11,1,0,0
daqhris,3,4,0.55,0.25,0,0,0.38
chewbach,3,3,0.19,0.03,0,0,0
nikhilramgr3,2,0,0.11,0,0,0,0
qinglas132,4,2,0,0,1,0,1
xandrell,1,3,0.07,0.1,1,0,0.08
guldalifurkan,4,1,0.2,0.15,1,0,0
birkonsuc,4,4,0.08,0.1,1,0,0
norariz,2,2,0.22,0.1,1,0,0
makintsmind,3,1,0,0.1,1,0,0
biancabuzea200,6,3,0,0,0,0,0
nemcorp,2,1,0.22,0,0,0,0
gguini,2,4,0.36,0.07,0,0,0
prettyfreak,3,0,0.11,0.1,0,0,0
gitguy32,3,3,0.09,0,0,0,1
flavia1971,3,0,0.12,0,1,0,0
enemdrk,3,0,0.38,0,1,0,0
fedevx2,2,1,0.17,0,0,0,0.21
oreshia,2,NA,0.14,0.16,0,0,0
izaquecomz,5,0,0.11,0,1,0,0
jwueth,1,0,0.26,0.15,1,0,0
natbars,2,0,0,0.07,1,0,1
sebastiange,2,0,0.38,0,0,0,0.09
ccarfi,2,3,0.7,0.21,0,0,0.33
danissa1,2,0,0,0,1,0,0
omgitswinx,4,3,0,0.2,1,0,0
hoidoi56,3,2,0,0.1,1,0,0
isaackingtv,4,0,0.29,0,1,0,1
hayzeyd,2,1,0.18,0.11,0,0,0.2
joyuncommon,3,2,0.43,0,0,0,0.97
yarejka,3,2,0,0.08,1,0,0
dreadknight,3,2,0.5,0.11,0,1,0
r-botto,2,3,0.44,0.31,0,0,0
olesyaharina1,5,1,0,0.06,1,0,0
iamjuly,2,2,0.07,0.16,0,0,0
rishikr9,3,0,0.14,0.1,0,0,0
sultankkkk,1,3,0,0.08,0,0,0
ryhnwater7788,6,0,0.29,0.05,1,0,0
monteving,1,0,0.42,0,1,0,0
getoffdeez,3,2,0.58,0.1,1,0,0.33
nyasa2000,3,0,0.55,0,0,0,0.33
karangupta420,4,NA,0.25,0.15,1,0,0
dasector,3,3,0,0.11,0,0,0.85
eowulia,2,2,0.55,0.1,1,0,0.2
vdovinda,3,4,0.2,0.26,0,0,0.2
jvdm1990,2,2,0.07,0,0,0,0
rhodzz1013,4,4,0,0.07,1,0,0.11
jibondas00,4,1,0,0.15,0,0,0.14
saulthorin,3,4,0.5,0.11,0,1,0.07
lobakirill,3,1,0.14,0.11,1,0,1
mikew2479,2,3,0.53,0,0,0,0.1
ploschik,2,0,0,0,1,0,0
muratgulmez,4,0,0.43,0.13,0,0,0
amrgomaa2,4,4,0.03,0.11,0,0,0.38
mamenlite,3,1,0.45,0,0,0,0
apbendi,3,3,0.56,0.43,0,0,0.17
andorix,2,2,0.17,0.06,1,0,0
winniebabyy,1,2,0,0.23,1,0,1
solahabibi,3,0,0,0.1,1,0,0
durrersimon,4,3,0.12,0,1,0,0
yurzh,2,0,0.57,0,1,0,0
jman369,2,1,0.1,0,1,0,0
nan20210701,4,3,0,0.33,1,0,0.88
sogikin,2,0,0.12,0,1,0,1
lvj-smooth,3,3,0.32,0,0,0,0
davidtphung,3,4,0,0,0,0,0
linhkun51430,4,0,0,0,1,0,0
septro,2,3,0.08,0.1,0,0,0
delilramazan1,5,3,0.12,0.06,0,0,0
khotenov,2,0,0,0.13,0,0,0
mrzohankhan,4,2,0.25,0.1,1,0,0
t2d2j0,3,2,0.59,0,1,0,0.15
yas019,2,3,0.21,0.21,1,0,0
antonovsergei39,6,1,0,0.06,1,0,0
anlibertine,2,0,0.48,0.15,1,1,0
tommi1313,2,1,0,0,1,0,0
kikiriki29aa,4,1,0,0.08,1,0,1
bartezz19,2,4,0.46,0.07,1,0,0
dtebias,2,4,0.2,0.13,1,0,0
kuczy85,3,2,0.07,0.23,1,0,0
pollinatorr,3,3,0.12,0.03,1,0,0.33
okkrischuk,4,0,0.12,0.08,0,0,1
skmaurya7,3,3,0.49,0.13,1,0,0
muemresahin,4,0,0,0.07,0,0,0
anagnos21,3,2,0.27,0,1,0,1
yurko00,2,1,0.16,0.11,1,0,1
kanhaarora-gln,7,0,0.18,0.05,1,0,0
hihu276,3,2,0,0.1,1,0,0
andrew112196,3,3,0.44,0.21,0,1,0.03
nikhil-ramg,2,2,0.1,0,0,0,0
dakastenoberti,6,0,0,0.08,1,0,1
zch109,2,2,0,0,1,0,1
mustafaiciren,2,0,0.32,0.11,1,0,0
vtiapina,3,2,0.17,0.13,1,0,0
drcaylak,3,1,0.22,0,0,0,0
fintechsauna,4,1,0.48,0.11,1,0,0
mauricelsy,3,4,0.27,0.13,0,0,0
devsamal84,4,4,0.05,0.1,0,0,0.08
bbqgitman001,5,3,0.12,0,1,0,0.88
mige1l,2,1,0,0,1,0,0
tenfei8,2,4,0.3,0.1,1,0,1
zadaz,1,3,0.5,0.1,0,1,0.73
saprono,2,0,0.07,0.03,1,0,0
trewc0,2,3,0.67,0,1,0,0
kvnclb,2,3,0.11,0.1,1,0,0
grigoriikond,5,0,0,0.08,0,0,0.25
manhont3,1,0,0.12,0,1,0,0
hustlehustlehard,6,4,0.37,0.21,1,0,0
phuctu,1,2,0,0,1,0,0
vasyl358,3,0,0,0.1,1,0,0
shapka2,2,1,0.25,0.13,1,0,0
abieyuwa1,4,3,0.12,0,1,0,0
babiceva257,5,1,0,0.06,1,0,0
andrimposible,5,1,0,0,0,0,0
dashastik888,5,3,0,0.06,1,0,0
thierrhenry14,3,2,0.24,0.28,0,0,0.4
qingfeng877,3,4,0,0,1,0,1
shufune,2,4,0,0.08,0,0,0
0xraztik,2,0,0.29,0,1,0,1
0xaut1st,3,3,0.06,0,1,0,0.83
mfuz,1,1,0.52,0,0,0,0.5
rafathebuilder,4,4,0.17,0.08,0,0,0
heroedo14,4,2,0.4,0.13,0,0,0
jrosenfeld13,5,2,0.18,0,0,0,0
jayyi7,2,4,0.17,0,1,0,0.89
karkushay,2,0,0,0,1,0,1
mmohsi,2,3,0.15,0.21,1,0,0
dianarichter,3,3,0,0,0,0,0
deepisgod,3,2,0.22,0.15,1,0,0
shuvoapon2022,5,0,0.19,0.13,1,0,0
panda1387,3,0,0,0,0,0,0
richiegad,2,4,0,0.15,1,0,0
kaira109,3,1,0,0,1,0,0
ovijitm,2,3,0.05,0.26,0,0,0.08
bensonliu007,3,3,0,0,1,0,1
veraivanenko,4,0,0,0.16,0,0,0
cast86528,3,0,0.27,0.07,1,0,0
vadx4207,3,1,0.12,0.08,1,0,0
crisciacm,3,0,0,0,1,0,0
rockybalboa0,4,1,0.19,0.29,1,0,0
romancpa,2,0,0,0,1,0,1
ashish2467,3,0,0.15,0,1,0,0
doipho,2,2,0,0.1,1,0,1
bingojack,3,NA,0.25,0,1,0,0
pushpabansal,5,3,0.13,0.16,0,0,0
basilsage,3,1,0,0,0,0,0
mdsamuel,2,3,0.14,0,0,0,0.61
yariksmk,3,2,0.05,0.13,1,0,0
